ref_year,provider_code,code_year,provider_name,Course_level,primary_BFOE,citizenship,EFTSL
2013,4408,4408-2013,TAFE Queensland t/a TAFE Queensland - Brisbane,Undergrad,03 Engineering and Related Technologies,International,20.338
2013,4409,4409-2013,Universal Business School Sydney (UBSS),Undergrad,08 Management and Commerce,Domestic,0.5
2013,4409,4409-2013,Universal Business School Sydney (UBSS),Postgrad by course,08 Management and Commerce,International,6.125
2013,4409,4409-2013,Universal Business School Sydney (UBSS),Undergrad,08 Management and Commerce,International,772.875
2013,4410,4410-2013,Australian Institute of Management SA Division Inc,Postgrad by course,08 Management and Commerce,Domestic,33.375
2013,4411,4411-2013,Stotts Colleges,Undergrad,08 Management and Commerce,Domestic,5.75
2013,4411,4411-2013,Stotts Colleges,Undergrad,08 Management and Commerce,International,105.625
2013,4412,4412-2013,Morling College,Postgrad by course,07 Education,Domestic,36.08333333
2013,4412,4412-2013,Morling College,Postgrad by course,09 Society and Culture,Domestic,28.75
2013,4412,4412-2013,Morling College,Undergrad,07 Education,Domestic,1.5
2013,4412,4412-2013,Morling College,Postgrad by course,07 Education,International,11.95833333
2013,4412,4412-2013,Morling College,Postgrad by course,09 Society and Culture,International,0.375
2013,4412,4412-2013,Morling College,Undergrad,07 Education,International,0.25
2013,4413,4413-2013,University College London,Postgrad by course,03 Engineering and Related Technologies,Domestic,12.625
2013,4413,4413-2013,University College London,Postgrad by course,03 Engineering and Related Technologies,International,24
2013,4415,4415-2013,Top Education Institute,Undergrad,08 Management and Commerce,Domestic,22.875
2013,4415,4415-2013,Top Education Institute,Undergrad,08 Management and Commerce,International,702.375
2013,4417,4417-2013,La Trobe Melbourne,Undergrad,01 Natural and Physical Sciences,Domestic,41.375
2013,4417,4417-2013,La Trobe Melbourne,Undergrad,02 Information Technology,Domestic,9.25
2013,4417,4417-2013,La Trobe Melbourne,Undergrad,08 Management and Commerce,Domestic,47.5
2013,4417,4417-2013,La Trobe Melbourne,Undergrad,10 Creative Arts,Domestic,17.625
2013,4417,4417-2013,La Trobe Melbourne,Undergrad,01 Natural and Physical Sciences,International,16.125
2013,4417,4417-2013,La Trobe Melbourne,Undergrad,02 Information Technology,International,55.375
2013,4417,4417-2013,La Trobe Melbourne,Undergrad,08 Management and Commerce,International,258.875
2013,4417,4417-2013,La Trobe Melbourne,Undergrad,10 Creative Arts,International,7.375
2013,4418,4418-2013,Australian School of Management,Undergrad,08 Management and Commerce,Domestic,16.75
2013,4418,4418-2013,Australian School of Management,Undergrad,08 Management and Commerce,International,65.75
2013,4419,4419-2013,National Art School,Undergrad,10 Creative Arts,Domestic,365.95
2013,4419,4419-2013,National Art School,Undergrad,10 Creative Arts,International,2.95
2013,4420,4420-2013,Kent Institute Australia,Undergrad,08 Management and Commerce,International,28.5
2013,4421,4421-2013,Le Cordon Bleu Australia,Postgrad by course,08 Management and Commerce,Domestic,1.625
2013,4421,4421-2013,Le Cordon Bleu Australia,Undergrad,08 Management and Commerce,Domestic,27.145
2013,4421,4421-2013,Le Cordon Bleu Australia,Postgrad by course,08 Management and Commerce,International,73.625
2013,4421,4421-2013,Le Cordon Bleu Australia,Undergrad,08 Management and Commerce,International,234.21
2013,4423,4423-2013,Tabor College Perth,Postgrad by course,09 Society and Culture,Domestic,4.375000007
2013,4423,4423-2013,Tabor College Perth,Undergrad,09 Society and Culture,Domestic,18.33334003
2013,4423,4423-2013,Tabor College Perth,Undergrad,09 Society and Culture,International,4.791670005
2013,4424,4424-2013,Kaplan Higher Education,Postgrad by course,08 Management and Commerce,Domestic,752.297
2013,4424,4424-2013,Kaplan Higher Education,Undergrad,01 Natural and Physical Sciences,Domestic,3.625
2013,4424,4424-2013,Kaplan Higher Education,Undergrad,02 Information Technology,Domestic,0.625
2013,4424,4424-2013,Kaplan Higher Education,Undergrad,08 Management and Commerce,Domestic,9.5
2013,4424,4424-2013,Kaplan Higher Education,Undergrad,10 Creative Arts,Domestic,2.5
2013,4424,4424-2013,Kaplan Higher Education,Postgrad by course,08 Management and Commerce,International,23.713
2013,4424,4424-2013,Kaplan Higher Education,Undergrad,01 Natural and Physical Sciences,International,11.375
2013,4424,4424-2013,Kaplan Higher Education,Undergrad,02 Information Technology,International,14
2013,4424,4424-2013,Kaplan Higher Education,Undergrad,08 Management and Commerce,International,55.875
2013,4424,4424-2013,Kaplan Higher Education,Undergrad,10 Creative Arts,International,5.125
2013,4425,4425-2013,Australian Institute of Business,Postgrad by course,08 Management and Commerce,Domestic,287.625
2013,4425,4425-2013,Australian Institute of Business,Postgrad by course,08 Management and Commerce,International,22.5
2013,4426,4426-2013,John Paul ll Institute for Marriage and Family,Postgrad by course,09 Society and Culture,Domestic,21
2013,4426,4426-2013,John Paul ll Institute for Marriage and Family,Postgrad by course,09 Society and Culture,International,6.375
2013,4427,4427-2013,Vose College,Undergrad,08 Management and Commerce,Domestic,1.125
2013,4428,4428-2013,Nan Tien Institute,Postgrad by course,09 Society and Culture,Domestic,4.25
2013,4428,4428-2013,Nan Tien Institute,Postgrad by course,09 Society and Culture,International,0.875
2013,4450,4450-2013,TAFE Queensland,Undergrad,03 Engineering and Related Technologies,Domestic,113.088
2013,4450,4450-2013,TAFE Queensland,Undergrad,03 Engineering and Related Technologies,International,20.754
2013,7001,7001-2013,Collarts,Undergrad,08 Management and Commerce,Domestic,27.999888
2013,7001,7001-2013,Collarts,Undergrad,10 Creative Arts,Domestic,65.333072
2013,7014,7014-2013,Jazz Music Institute,Undergrad,10 Creative Arts,Domestic,46.675
2013,7014,7014-2013,Jazz Music Institute,Undergrad,10 Creative Arts,International,2
2013,7035,7035-2013,Photography Studies College (Melbourne),Undergrad,10 Creative Arts,Domestic,54.5
2013,7041,7041-2013,Sydney Institute of Traditional Chinese Medicine,Undergrad,06 Health,Domestic,4.50044
2013,7073,7073-2013,Chisholm Institute,Undergrad,03 Engineering and Related Technologies,Domestic,37.4
2013,7073,7073-2013,Chisholm Institute,Undergrad,06 Health,Domestic,56.125
2013,7073,7073-2013,Chisholm Institute,Undergrad,10 Creative Arts,Domestic,16.2692286
2013,7075,7075-2013,TAFE NSW,Undergrad,02 Information Technology,Domestic,129.375
2013,7075,7075-2013,TAFE NSW,Undergrad,04 Architecture and Building,Domestic,64.125
2013,7075,7075-2013,TAFE NSW,Undergrad,07 Education,Domestic,92.5
2013,7075,7075-2013,TAFE NSW,Undergrad,08 Management and Commerce,Domestic,120.5
2013,7075,7075-2013,TAFE NSW,Undergrad,02 Information Technology,International,33.875
2013,7075,7075-2013,TAFE NSW,Undergrad,04 Architecture and Building,International,2.5
2013,7075,7075-2013,TAFE NSW,Undergrad,07 Education,International,53.75
2013,7075,7075-2013,TAFE NSW,Undergrad,08 Management and Commerce,International,14.375
2013,7116,7116-2013,Study Group Australia Pty Ltd,Undergrad,08 Management and Commerce,Domestic,0.25
2013,7116,7116-2013,Study Group Australia Pty Ltd,Undergrad,02 Information Technology,International,3.4153
2013,7116,7116-2013,Study Group Australia Pty Ltd,Undergrad,08 Management and Commerce,International,128.7395
2013,7124,7124-2013,Academy of Information Technology,Undergrad,10 Creative Arts,Domestic,93.125
2013,7124,7124-2013,Academy of Information Technology,Undergrad,02 Information Technology,International,2.5
2013,7124,7124-2013,Academy of Information Technology,Undergrad,10 Creative Arts,International,132.875
2013,7125,7125-2013,Phoenix Institute of Australia Pty Ltd,Undergrad,09 Society and Culture,Domestic,33.5
2013,7338,7338-2013,TAFE SA,Undergrad,03 Engineering and Related Technologies,Domestic,18.06546663
2013,7338,7338-2013,TAFE SA,Undergrad,10 Creative Arts,Domestic,218.2635528
2013,7338,7338-2013,TAFE SA,Undergrad,03 Engineering and Related Technologies,International,5.833099989
2013,7338,7338-2013,TAFE SA,Undergrad,10 Creative Arts,International,2.254042845
2014,1019,1019-2014,James Cook University,Postgrad by course,01 Natural and Physical Sciences,Domestic,67
2014,1019,1019-2014,James Cook University,Postgrad by course,02 Information Technology,Domestic,3.375
2014,1019,1019-2014,James Cook University,Postgrad by course,04 Architecture and Building,Domestic,6.25
2014,1019,1019-2014,James Cook University,Postgrad by course,"05 Agriculture, Environmental and Related Studies",Domestic,3
2014,1019,1019-2014,James Cook University,Postgrad by course,06 Health,Domestic,316
2014,1019,1019-2014,James Cook University,Postgrad by course,07 Education,Domestic,135.75
2014,1019,1019-2014,James Cook University,Postgrad by course,08 Management and Commerce,Domestic,107.375
2014,1019,1019-2014,James Cook University,Postgrad by course,09 Society and Culture,Domestic,148.875
2014,1019,1019-2014,James Cook University,Postgrad by course,10 Creative Arts,Domestic,2.875
2014,1019,1019-2014,James Cook University,Undergrad,01 Natural and Physical Sciences,Domestic,881
2014,1019,1019-2014,James Cook University,Undergrad,02 Information Technology,Domestic,216.25
2014,1019,1019-2014,James Cook University,Undergrad,03 Engineering and Related Technologies,Domestic,523.625
2014,1019,1019-2014,James Cook University,Undergrad,04 Architecture and Building,Domestic,62.625
2014,1019,1019-2014,James Cook University,Undergrad,"05 Agriculture, Environmental and Related Studies",Domestic,40.25
2014,1019,1019-2014,James Cook University,Undergrad,06 Health,Domestic,3892.875
2014,1019,1019-2014,James Cook University,Undergrad,07 Education,Domestic,952.875
2014,1019,1019-2014,James Cook University,Undergrad,08 Management and Commerce,Domestic,966.375
2014,1019,1019-2014,James Cook University,Undergrad,09 Society and Culture,Domestic,1504.75
2014,1019,1019-2014,James Cook University,Undergrad,10 Creative Arts,Domestic,321.75
2014,1019,1019-2014,James Cook University,Postgrad by course,01 Natural and Physical Sciences,International,167.875
2014,1019,1019-2014,James Cook University,Postgrad by course,02 Information Technology,International,238.25
2014,1019,1019-2014,James Cook University,Postgrad by course,04 Architecture and Building,International,1.125
2014,1019,1019-2014,James Cook University,Postgrad by course,06 Health,International,17.25
2014,1019,1019-2014,James Cook University,Postgrad by course,07 Education,International,5
2014,1019,1019-2014,James Cook University,Postgrad by course,08 Management and Commerce,International,834.5
2014,1019,1019-2014,James Cook University,Postgrad by course,09 Society and Culture,International,32.54166667
2014,1019,1019-2014,James Cook University,Postgrad by course,10 Creative Arts,International,1
2014,1019,1019-2014,James Cook University,Undergrad,01 Natural and Physical Sciences,International,102.625
2014,1019,1019-2014,James Cook University,Undergrad,02 Information Technology,International,34.5
2014,1019,1019-2014,James Cook University,Undergrad,03 Engineering and Related Technologies,International,24.875
2014,1019,1019-2014,James Cook University,Undergrad,04 Architecture and Building,International,1
2014,1019,1019-2014,James Cook University,Undergrad,"05 Agriculture, Environmental and Related Studies",International,3.5
2014,1019,1019-2014,James Cook University,Undergrad,06 Health,International,266.375
2014,1019,1019-2014,James Cook University,Undergrad,07 Education,International,5.75
2014,1019,1019-2014,James Cook University,Undergrad,08 Management and Commerce,International,420.375
2014,1019,1019-2014,James Cook University,Undergrad,09 Society and Culture,International,65.75
2014,1019,1019-2014,James Cook University,Undergrad,10 Creative Arts,International,14.125
2014,1034,1034-2014,Murdoch University,Postgrad by course,01 Natural and Physical Sciences,Domestic,9.666666666
2014,1034,1034-2014,Murdoch University,Postgrad by course,02 Information Technology,Domestic,9.749999994
2014,1034,1034-2014,Murdoch University,Postgrad by course,03 Engineering and Related Technologies,Domestic,28.20833324
2014,1034,1034-2014,Murdoch University,Postgrad by course,04 Architecture and Building,Domestic,0.166666666
