provider_code,code_year,provider_name,citizenship,attrition_rate
4344,4344-2017,South Aust Institute of Business & Technology,International,24.92
4348,4348-2017,Deakin College,International,22.28
4349,4349-2017,Sydney Institute of Business and Technology,International,14.36
4350,4350-2017,Queensland Institute of Business and Technology,International,10.45
4352,4352-2017,The Australian College of Physical Education,International,60
4357,4357-2017,Blue Mountains Intl Hotel Management School,International,100
4359,4359-2017,The College of Law,International,18.18
4360,4360-2017,Perth Bible College,International,100
4361,4361-2017,Endeavour College of Natural Health,International,18.75
4362,4362-2017,International College of Hotel Management,International,16.92
4363,4363-2017,Northern Melbourne Institute of TAFE,International,21.84
4364,4364-2017,Edith Cowan College,International,17.19
4365,4365-2017,Curtin College,International,13.51
4366,4366-2017,Box Hill Institute,International,42.37
4367,4367-2017,Melbourne Institute of Technology,International,20.95
4368,4368-2017,Campion College,International,0
4371,4371-2017,SAE Creative Media Institute,International,18.92
4374,4374-2017,Carnegie Mellon University Australia,International,1.6
4375,4375-2017,Think: Colleges Pty Ltd,International,37.45
4377,4377-2017,UOW College,International,15.96
4380,4380-2017,UTS:INSEARCH,International,10.25
4381,4381-2017,"International College of Management, Sydney",International,20.33
4383,4383-2017,Holmesglen Institute of TAFE,International,33.95
4384,4384-2017,Kaplan Business School,International,23.76
4385,4385-2017,Polytechnic West,International,100
4386,4386-2017,Macleay College,International,14.29
4389,4389-2017,Cairnmillar Institute School,International,100
4391,4391-2017,Eynesbury,International,22.8
4394,4394-2017,William Angliss Institute of TAFE,International,21.76
4396,4396-2017,LCI Melbourne,International,28.57
4401,4401-2017,Whitehouse Institute of Design; Australia,International,21.43
4402,4402-2017,Leo Cussen Institute,International,0
4407,4407-2017,Alphacrucis College,International,46.15
4409,4409-2017,Universal Business School Sydney (UBSS),International,35.09
4411,4411-2017,Stotts Colleges,International,53.11
4412,4412-2017,Morling College,International,50
4413,4413-2017,University College London,International,0
4415,4415-2017,Top Education Institute,International,14.3
4417,4417-2017,La Trobe Melbourne,International,31.86
4418,4418-2017,Australian School of Management,International,97.98
4419,4419-2017,National Art School,International,0
4420,4420-2017,Kent Institute Australia,International,45.71
4421,4421-2017,Le Cordon Bleu Australia,International,11.76
4424,4424-2017,Kaplan Higher Education,International,30
4425,4425-2017,Australian Institute of Business,International,20
4426,4426-2017,John Paul ll Institute for Marriage and Family,International,0
4428,4428-2017,Nan Tien Institute,International,44.44
4450,4450-2017,TAFE Queensland,International,17.14
4468,4468-2017,South Metropolitan TAFE,International,23.6
5555,5555-2017,Torrens University Australia,International,23.88
7001,7001-2017,Collarts,International,0
7035,7035-2017,Photography Studies College (Melbourne),International,0
7041,7041-2017,Sydney Institute of Traditional Chinese Medicine,International,0
7067,7067-2017,West Coast Institute of Training,International,100
7072,7072-2017,Central Institute of Technology,International,100
7073,7073-2017,Chisholm Institute,International,35.29
7075,7075-2017,TAFE NSW,International,39.51
7116,7116-2017,Study Group Australia Pty Ltd,International,15.52
7124,7124-2017,Academy of Information Technology,International,23.22
7221,7221-2017,VIT (Victorian Institute of Technology),International,25.54
7252,7252-2017,AIPE,International,100
7338,7338-2017,TAFE SA,International,16.67
8071,8071-2017,North Metropolitan TAFE,International,6.67
