index,provider_name,prv,affiliation,affil_status,profit,type,ownership,TEQSA_type,ref_year,code_year,success_all,success_dom,success_int,attrition_all,attrition_dom,attrition_int,all_fte,salaried_fte,senior_fte,senior_headcount,sessional_fte,sessional_prop,senior_prop,ssr_all,primary_bfoe,eftsl_sum,primary_bfoe_prop,bfoe_entropy,bfoe_gini_impurity,postgrad_prop,int_prop,ssr_all_type_avg,ssr_salaried_type_avg,sessional_prop_type_avg
67,The University of Queensland,PRV12080,Go8,current,not_for_profit,university,public,university,2014,3019-2014,90.46,89.64,93.42,9.71,11.44,4.17,3376.15,2883.22,746.9,808.0,492.9300000000003,0.14600358396398272,0.221228322201324,10.663366556580721,health,36001.125,0.23013864150078644,2.8550603483000327,0.8374618937199622,0.14511178470117253,0.21749841150797372,16.40383963,20.91520368,0.21569783
68,The University of Sydney,PRV12057,Go8,current,not_for_profit,university,public,university,2014,3040-2014,91.78,92.06,90.95,7.73,8.83,4.51,3503.63,2752.33,943.79,1025.0,751.3000000000002,0.21443474339470783,0.2693749054551993,11.121298957695306,soc_cult,38964.91666715,0.2348464109693504,2.830874598173563,0.8345008287961145,0.26612187456600167,0.24660164379309107,16.40383963,20.91520368,0.21569783
69,The University of Western Australia,PRV12169,Go8,current,not_for_profit,university,public,university,2014,1055-2014,91.64,91.66,91.53,8.64,9.08,5.81,1664.17,1538.01,475.51,520.0,126.16000000000008,0.07580956272496205,0.2857340295763053,11.246484728663537,nat_phys_sci,18716.062490900003,0.3747082220637938,2.4231497177002335,0.7659827152981358,0.14613339038752485,0.1588471429631905,16.40383963,20.91520368,0.21569783
70,University College London,PRV12106,non_aligned,current,not_for_profit,university,public,university,2014,4413-2014,97.85,95.65,98.93,9.09,15.0,0.0,,,,,,,,,engineering,38.875,1.0,0.0,0.0,1.0,0.6945337620578779,16.40383963,20.91520368,0.21569783
71,University of Canberra,PRV12003,non_aligned,current,not_for_profit,university,public,university,2014,2241-2014,82.1,83.14,78.21,15.25,16.78,9.27,510.38,403.28,145.11,161.0,107.10000000000002,0.20984364591088997,0.284317567302794,20.56565728966652,mge_com,10496.300167500001,0.25788757388830646,2.8652087542136027,0.8413419192476772,0.14344340157705385,0.21021693023147817,16.40383963,20.91520368,0.21569783
72,University of Divinity,PRV12135,non_aligned,current,not_for_profit,university,public,university,2014,4331-2014,94.4,94.0,97.17,20.96,22.06,8.89,110.27,94.87,20.8,27.0,15.399999999999991,0.13965720504216914,0.1886279133037091,5.573811553459691,soc_cult,614.6242000000001,1.0,0.0,0.0,0.5409796750599797,0.1252920077016167,16.40383963,20.91520368,0.21569783
73,University of New England,PRV12054,RUN,current,not_for_profit,university,public,university,2014,3039-2014,80.3,79.96,87.5,22.14,22.69,5.88,548.33,512.43,127.49,133.0,35.90000000000009,0.065471522623238,0.23250597268068496,19.726259734101724,soc_cult,10816.5,0.36165811491702493,2.595399997594903,0.7860293511467802,0.22146720288448205,0.04537049877501965,16.40383963,20.91520368,0.21569783
74,University of New South Wales,PRV12055,Go8,current,not_for_profit,university,public,university,2014,3013-2014,93.15,93.35,92.53,8.44,9.17,5.72,3581.3,3095.01,888.16,1720.0,486.28999999999996,0.1357858878061039,0.24799932985228826,9.88026085778907,mge_com,35384.178210000005,0.23449039824401222,2.8343910701338717,0.8371203805819112,0.20382991847926263,0.24075079430818863,16.40383963,20.91520368,0.21569783
75,University of Newcastle,PRV12056,IRU,former,not_for_profit,university,public,university,2014,3014-2014,87.18,87.31,85.94,15.01,16.2,7.62,1321.51,1059.63,275.58,293.0,261.8799999999999,0.19816724807228087,0.20853417681288827,15.991460526216223,health,21132.875,0.25153936698153945,2.9404541330836893,0.846198381957677,0.16093408965888456,0.09662670128886865,16.40383963,20.91520368,0.21569783
76,University of South Australia,PRV12107,ATN,current,not_for_profit,university,public,university,2014,3027-2014,88.38,88.16,89.43,16.88,19.08,5.48,1490.01,1126.9,215.38,230.0,363.1099999999999,0.24369635103120107,0.1445493654405004,13.548734323930711,health,20187.74963,0.24882664447825334,2.932963876737456,0.8456575462691552,0.1392057089822349,0.17418979650779434,16.40383963,20.91520368,0.21569783
77,University of Southern Queensland,PRV12081,RUN,current,not_for_profit,university,public,university,2014,2201-2014,78.24,77.27,82.21,25.31,26.3,11.11,729.53,491.34,116.4,118.0,238.19,0.3264978821981276,0.15955478184584598,17.67593519115047,mge_com,12895.125,0.24000348969087154,2.745954813039573,0.8299814088177071,0.22968951444828956,0.19523366388460756,16.40383963,20.91520368,0.21569783
78,University of Tasmania,PRV12110,non_aligned,current,not_for_profit,university,public,university,2014,3045-2014,84.65,84.23,87.32,31.32,31.32,,1268.46,1066.4,229.08,249.0,202.05999999999995,0.15929552370591105,0.1805969443261908,12.825242025763522,health,16268.3065,0.29438374547467494,2.8614944494087786,0.8318018736851716,0.13871987843356653,0.13551428970188137,16.40383963,20.91520368,0.21569783
79,University of Technology Sydney,PRV12060,ATN,current,not_for_profit,university,public,university,2014,3016-2014,90.66,91.2,88.98,9.67,9.99,8.77,1383.98,993.25,300.28,326.0,390.73,0.2823234439804044,0.21696845330134826,18.423721807338257,mge_com,25498.062506920003,0.3219370425487111,2.8575841399900446,0.8292959128194269,0.2279887278934357,0.24135657362396898,16.40383963,20.91520368,0.21569783
80,University of the Sunshine Coast,PRV12082,RUN,current,not_for_profit,university,public,university,2014,3043-2014,86.78,86.75,87.06,21.08,21.8,15.35,412.82,303.55,64.5,67.0,109.26999999999998,0.2646916331573082,0.15624243011482003,17.19559977714258,health,7098.6875,0.30028438355681947,2.7889627459603243,0.8243851158555263,0.08890728039514346,0.104693649354194,16.40383963,20.91520368,0.21569783
81,University of Wollongong,PRV12062,non_aligned,current,not_for_profit,university,public,university,2014,1058-2014,88.68,89.5,85.09,11.73,11.69,11.82,1295.36,1029.04,302.2,320.0,266.31999999999994,0.20559535573122525,0.23329421936758893,12.737000479719923,mge_com,16499.00094141,0.21932165585359115,2.9052474183837806,0.8550845544835913,0.1720104150977438,0.18572589199925982,16.40383963,20.91520368,0.21569783
82,Victoria University,PRV12152,non_aligned,current,not_for_profit,university,public,university,2014,3007-2014,80.86,81.14,79.66,20.72,21.54,16.97,908.54,669.07,159.44,174.0,239.4699999999999,0.263576727496863,0.17549034715037312,16.715482899266956,mge_com,15186.6848333,0.226065631682302,2.5761954756341083,0.8086657029391062,0.12377601523528418,0.18769320172825452,16.40383963,20.91520368,0.21569783
83,Western Sydney University,PRV12061,IRU,current,not_for_profit,university,public,university,2014,3004-2014,82.41,82.3,83.58,12.77,12.58,17.52,1531.68,1073.6,292.15,308.0,458.08000000000015,0.29907030189073447,0.19073827431317245,20.199715345241824,soc_cult,30939.5,0.2851775238772443,2.7788006273542813,0.8209881626459158,0.11541072092309185,0.09116986376638278,16.40383963,20.91520368,0.21569783
84,Australian Catholic University Limited,PRV12008,non_aligned,current,not_for_profit,university,public,university,2015,3006-2015,89.27,89.26,89.34,16.29,16.69,11.81,1083.4,703.05,178.73,206.0,380.35000000000014,0.35107070334133295,0.16497138637622297,21.020629499723093,health,22773.75,0.4531313463966189,1.9027729835613691,0.6744182602530402,0.12562709259564192,0.09235962456775894,16.5129845,21.37900595,0.22760747
85,Australian National University,PRV12002,Go8,current,not_for_profit,university,public,university,2015,3033-2015,93.71,93.29,94.72,8.98,10.41,3.81,1888.01,1605.85,541.97,562.0,282.1600000000001,0.1494483609726644,0.28705886091705024,7.317757850858841,soc_cult,13816.0,0.5248850969889982,2.0902896023918136,0.6633058349306259,0.3673458309206717,0.29533692819918933,16.5129845,21.37900595,0.22760747
86,Bond University Limited,PRV12072,non_aligned,current,not_for_profit,university,private,university,2015,3003-2015,81.39,76.67,91.9,10.28,12.26,6.07,384.79,247.04,111.29,122.0,137.75000000000003,0.35798747368694617,0.2892226928974246,12.15576461955872,soc_cult,4677.41666796,0.35448698527496236,2.3223287775325017,0.7607442140595515,0.3198702989640936,0.3082898324512345,16.5129845,21.37900595,0.22760747
87,Carnegie Mellon University,PRV12095,non_aligned,current,not_for_profit,university,private,university,2015,4374-2015,98.29,100.0,98.22,0.95,0.0,0.96,,,,,,,,,info_tech,86.34369909,0.7749855588217421,0.7692185951303483,0.3487658848789884,1.0,0.9623599154975698,16.5129845,21.37900595,0.22760747
88,Central Queensland University,PRV12073,RUN,current,not_for_profit,university,public,university,2015,2200-2015,83.75,82.43,86.64,20.33,23.58,12.85,661.09,451.65,100.55,106.0,209.44000000000005,0.31681011662557296,0.15209729386316537,18.032208246986038,mge_com,11920.91255,0.29074797382017536,2.697547401466184,0.8067856408560059,0.2943877715133478,0.3102698937255437,16.5129845,21.37900595,0.22760747
89,Charles Darwin University,PRV12069,IRU,current,not_for_profit,university,public,university,2015,3001-2015,80.25,83.01,73.79,24.48,25.01,22.75,370.51,280.24,52.77,63.0,90.26999999999998,0.24363714879490428,0.14242530565976627,15.647013575881893,health,5797.375,0.2827357209081696,2.5868454582826654,0.801288304138936,0.19838720110394792,0.29688005347247676,16.5129845,21.37900595,0.22760747
90,Charles Sturt University,PRV12018,RUN,current,not_for_profit,university,public,university,2015,3005-2015,85.01,85.42,82.91,20.22,21.92,10.17,1011.81,817.95,151.99,179.0,193.8599999999999,0.1915972366353366,0.15021594963481288,19.571701949970844,health,19802.84375,0.2353465648084003,2.717931626790029,0.828916701347393,0.2632623786672053,0.15881557415207095,16.5129845,21.37900595,0.22760747
91,Curtin University,PRV12158,ATN,current,not_for_profit,university,public,university,2015,2236-2015,85.94,86.01,85.66,14.25,14.9,11.38,1822.43,1386.33,365.35,390.0,436.10000000000014,0.23929588516431366,0.2004740922833799,14.789971356924545,mge_com,26953.6875,0.24006919275887575,2.772854650675308,0.8337590364374284,0.14015707498278296,0.19988452414906124,16.5129845,21.37900595,0.22760747
92,Deakin University,PRV12124,non_aligned,current,not_for_profit,university,public,university,2015,3030-2015,84.2,84.6,82.2,14.73,15.75,9.27,1967.23,1520.3,340.4,356.0,446.93000000000006,0.22718746664091136,0.1730351814480259,18.145331443196778,soc_cult,35696.040375000004,0.23350160935041803,2.8543809768296833,0.8342249381675529,0.17825681597044643,0.16859538023760431,16.5129845,21.37900595,0.22760747
93,Edith Cowan University,PRV12160,non_aligned,current,not_for_profit,university,public,university,2015,2235-2015,83.29,83.94,80.09,19.25,20.26,12.73,693.98,487.07,100.88,112.0,206.91000000000003,0.29814980258797086,0.14536441972391134,22.601515877868238,health,15684.999988923,0.23046700673336837,2.818544971942885,0.8399928321002454,0.19603655253328003,0.170024439378155,16.5129845,21.37900595,0.22760747
94,Federation University Australia,PRV12151,RUN,current,not_for_profit,university,public,university,2015,2154-2015,80.72,85.44,74.56,22.16,23.23,20.95,502.8,348.8,65.9,69.0,154.0,0.30628480509148764,0.13106603023070804,18.84793697295147,mge_com,9476.742710000002,0.2933760866026508,2.656647555290824,0.814058189373603,0.3214404171578485,0.4271509846657006,16.5129845,21.37900595,0.22760747
95,Flinders University,PRV12097,IRU,current,not_for_profit,university,public,university,2015,3029-2015,87.92,87.31,92.13,18.83,20.07,7.12,1182.38,882.8,268.0,289.0,299.58000000000015,0.25337032087822875,0.2266614793890289,12.48928714406536,health,14767.0833334,0.3302530966944262,2.5509468791793926,0.7886031023665103,0.22740611159379293,0.1281058660887532,16.5129845,21.37900595,0.22760747
96,Griffith University,PRV12076,IRU,current,not_for_profit,university,public,university,2015,3032-2015,86.81,86.29,89.61,14.95,16.0,10.41,1847.73,1389.42,450.1,474.0,458.30999999999995,0.24803948628858108,0.24359619641397826,16.905161105789265,mge_com,31236.173329999998,0.23717427201253144,2.8741669604124147,0.8409407946023985,0.1428769498379525,0.15607039788442614,16.5129845,21.37900595,0.22760747
97,James Cook University,PRV12077,IRU,current,not_for_profit,university,public,university,2015,1019-2015,84.79,85.88,79.49,21.41,20.94,23.28,894.16,732.11,209.83,236.0,162.04999999999995,0.18123154692672447,0.23466717366019507,13.610166711360383,health,12169.66666663,0.36929935084610976,2.60411047280009,0.7870981937840649,0.15580062450100352,0.16830439069841716,16.5129845,21.37900595,0.22760747
98,La Trobe University,PRV12132,IRU,current,not_for_profit,university,public,university,2015,3020-2015,88.36,88.71,86.87,12.68,11.87,15.51,1477.74,973.56,205.95,228.0,504.18000000000006,0.34118315806569494,0.13936822445085062,17.621136555415703,health,26039.458333399998,0.2926776190626273,2.6162153753845185,0.8000082226049875,0.1622649600694785,0.1883039681785795,16.5129845,21.37900595,0.22760747
99,Macquarie University,PRV12032,IRU,former,not_for_profit,university,public,university,2015,3025-2015,86.87,87.23,85.46,10.51,11.41,7.46,1524.4,1123.14,352.62,384.0,401.26,0.2632248753607977,0.23131723956966674,17.673785030175804,soc_cult,26941.9179,0.47864667051041676,2.228660381094421,0.6938362815034442,0.1574002161145328,0.2012682178056819,16.5129845,21.37900595,0.22760747
100,Monash University,PRV12140,Go8,current,not_for_profit,university,public,university,2015,3035-2015,91.75,92.07,90.88,8.03,9.18,4.94,3227.26,2591.04,724.99,811.0,636.2200000000003,0.19713936900032852,0.22464567465899865,13.500713453517845,mge_com,43570.3125,0.2680437511206742,2.7847903017728535,0.8285866980998478,0.22585332616101847,0.26643284920208,16.5129845,21.37900595,0.22760747
101,Murdoch University,PRV12163,IRU,current,not_for_profit,university,public,university,2015,1034-2015,83.05,82.26,88.2,17.46,17.87,14.12,762.33,540.64,138.63,150.0,221.69000000000005,0.29080581900226943,0.1818503797567982,12.022461823837446,soc_cult,9165.083322166,0.32167147048514333,2.6595434800488893,0.807956403159582,0.10733672190942052,0.1342277302316181,16.5129845,21.37900595,0.22760747
102,Queensland University of Technology,PRV12079,ATN,former,not_for_profit,university,public,university,2015,3042-2015,88.9,88.8,89.43,13.02,13.37,11.49,2156.96,1515.36,454.97,895.0,641.6000000000001,0.2974556783621394,0.2109311252874416,15.516861694236333,mge_com,33469.25,0.24363968418772455,2.973162914831071,0.8562153674434793,0.14539278591542984,0.15721707238734062,16.5129845,21.37900595,0.22760747
103,Royal Melbourne Institute of Technology,PRV12145,ATN,current,not_for_profit,university,public,university,2015,3034-2015,89.73,89.55,90.3,11.47,12.24,9.28,1824.02,1238.23,346.92,367.0,585.79,0.32115327682810496,0.19019528294645893,18.176746603655662,mge_com,33154.749339999995,0.25488429736986823,2.9825953722680345,0.8523520641969019,0.179883730648648,0.24741176191320288,16.5129845,21.37900595,0.22760747
104,Southern Cross University,PRV12043,RUN,current,not_for_profit,university,public,university,2015,3038-2015,78.24,78.84,74.25,26.05,25.74,28.12,447.27,319.0,77.1,80.0,128.26999999999998,0.28678426900977033,0.1723790998725602,17.693591119458045,mge_com,7913.8125,0.2546181123194415,2.6232747398571634,0.8120552167569554,0.12563476832436957,0.12926765702371645,16.5129845,21.37900595,0.22760747
105,Swinburne University of Technology,PRV12148,non_aligned,current,not_for_profit,university,public,university,2015,2177-2015,82.9,82.3,86.01,23.06,24.45,14.15,1327.1,732.6,193.16,208.0,594.4999999999999,0.4479692562730766,0.14555044834601763,14.56135558737096,mge_com,19324.375,0.25671593518548463,2.761951125883549,0.8334243733461297,0.14860765225266018,0.1623079659756137,16.5129845,21.37900595,0.22760747
106,The University of Adelaide,PRV12105,Go8,current,not_for_profit,university,public,university,2015,3010-2015,88.8,88.1,90.97,10.03,11.82,4.7,1780.5,1509.67,419.13,442.0,270.8299999999999,0.1521089581578208,0.23540016849199663,10.67861294580174,soc_cult,19013.27035,0.20566118232258765,2.93615677371962,0.8489556355801682,0.1628062454810674,0.24258262966318153,16.5129845,21.37900595,0.22760747
107,The University of Melbourne,PRV12150,Go8,current,not_for_profit,university,public,university,2015,3036-2015,94.94,94.98,94.85,5.73,6.66,3.3,3911.16,3234.98,953.94,1047.0,676.1799999999998,0.1728847707585473,0.2439020648605529,10.578236520623038,nat_phys_sci,41373.17555,0.22433768683728703,2.9174866656621092,0.8419406378331685,0.445450622414213,0.32811869815489664,16.5129845,21.37900595,0.22760747
108,The University of Notre Dame Australia,PRV12170,non_aligned,current,not_for_profit,university,private,university,2015,3044-2015,91.91,91.93,90.02,11.11,11.01,17.86,396.14,310.55,95.75,146.0,85.58999999999997,0.2160599787953753,0.24170747715454133,21.446823156161962,health,8495.944525081999,0.3697157513325081,2.0749300841252514,0.726364493455058,0.0728584223230937,0.011886913336575168,16.5129845,21.37900595,0.22760747
109,The University of Queensland,PRV12080,Go8,current,not_for_profit,university,public,university,2015,3019-2015,90.58,89.83,93.09,9.98,11.91,4.3,3272.25,2834.35,755.79,827.0,437.9000000000001,0.13382229352891745,0.23096951638780655,11.009053403621362,health,36024.375,0.229679557244227,2.845057703305265,0.8366043896131936,0.16180710976942694,0.22970211141761654,16.5129845,21.37900595,0.22760747
110,The University of Sydney,PRV12057,Go8,current,not_for_profit,university,public,university,2015,3040-2015,91.24,91.71,90.05,7.27,8.45,4.24,3610.81,2743.81,974.6,1057.0,867.0,0.24011232936654103,0.2699117372556296,11.344041776745387,health,40961.17948789,0.22375841639544866,2.83153805560971,0.8350339558127625,0.29934695044914644,0.2817689795188203,16.5129845,21.37900595,0.22760747
111,The University of Western Australia,PRV12169,Go8,current,not_for_profit,university,public,university,2015,1055-2015,91.45,91.53,90.99,8.46,8.86,5.96,1618.71,1496.28,476.7,521.0,122.43000000000006,0.07563430138814245,0.29449376355245843,10.823248997281786,nat_phys_sci,17519.70138439,0.3747209987180144,2.4274204408303253,0.767927890747808,0.22193427484240083,0.16004165152542216,16.5129845,21.37900595,0.22760747
112,Torrens University Australia Ltd,PRV12209,non_aligned,current,for_profit,university,private,university,2015,5555-2015,78.2,78.17,83.33,,,,,,,,,,,,mge_com,168.375,0.6525612472160356,1.6023080917816892,0.5412836907224337,0.732739420935412,0.004454342984409799,16.5129845,21.37900595,0.22760747
