"","provider_name","provider_code","prv","affiliation","affil_status","profit","type","ownership","code_year","ref_year","success_all","success_dom","success_int","attrition_all","attrition_dom","attrition_int","all_fte","salaried_fte","senior_fte","senior_headcount","sessional_fte","sessional_prop","senior_prop","eftsl","int_prop","postgrad_prop","first_bfoe","first_bfoe_prop","bfoe_entropy","bfoe_gini_impurity","ssr_all","ssr_salaried"
"552","Melbourne Institute of Technology",4367,"PRV12138","NUHEP","current","for_profit","for_profit","private","4367-2017",2017,85.58,78.13,86.27,21.27,23.65,20.95,NA,NA,NA,NA,NA,NA,NA,2134,0.91,0.45,"info_tech",0.57677,1.21876966481909,0.5287117694,NA,NA
"553","Campion College",4368,"PRV12017","NUHEP","current","not_for_profit","faith_based","private","4368-2017",2017,93.25,93.17,100,9.09,9.38,0,NA,NA,NA,NA,NA,NA,NA,82,0.01,0,"soc_cult",1,0,0,NA,NA
"554","SAE Creative Media Institute",4371,"PRV12042","NUHEP","current","for_profit","for_profit","private","4371-2017",2017,81.22,80.44,89.62,25.71,26.32,18.92,NA,NA,NA,NA,NA,NA,NA,3067,0.08,0,"creat_art",0.83141,0.654469109517978,0.2803348238,NA,NA
"555","Carnegie Mellon University Australia",4374,"PRV12095","non_aligned","current","not_for_profit","university","public","4374-2017",2017,98.55,97.79,98.59,2.17,7.69,1.6,NA,NA,NA,NA,NA,NA,NA,116,0.94,1,"info_tech",0.87648,0.539395062671209,0.2165256192,NA,NA
"556","Think: Colleges Pty Ltd",4375,"PRV12058","NUHEP","current","for_profit","for_profit","private","4375-2017",2017,79.54,79.24,81.33,33.88,33.45,37.45,NA,NA,NA,NA,NA,NA,NA,1716,0.14,0.03,"health",0.56505,1.73564137858142,0.6155436883,NA,NA
"557","UOW College",4377,"PRV12027","NUHEP","current","for_profit","pathway","private","4377-2017",2017,73.54,75.79,72.4,17.27,20,15.96,NA,NA,NA,NA,NA,NA,NA,190,0.67,0,"mge_com",0.5372,1.26218557583858,0.5477437679,NA,NA
"558","JMC Academy",4378,"PRV12029","NUHEP","current","for_profit","for_profit","private","4378-2017",2017,85.61,84.82,99.7,30.1,30.1,NA,NA,NA,NA,NA,NA,NA,NA,2450,0.08,0,"creat_art",0.8789,0.532514537586747,0.21286958,NA,NA
"559","UTS:INSEARCH",4380,"PRV12022","NUHEP","current","not_for_profit","pathway","private","4380-2017",2017,84.37,83.93,84.59,12.71,17.14,10.25,NA,NA,NA,NA,NA,NA,NA,2412,0.68,0,"mge_com",0.37645,2.08597054731069,0.734755024,NA,NA
"560","International College of Management, Sydney",4381,"PRV12025","NUHEP","current","for_profit","for_profit","private","4381-2017",2017,85.31,85.28,85.33,20.26,20.17,20.33,NA,NA,NA,NA,NA,NA,NA,958,0.51,0.18,"mge_com",0.92916,0.369050576437294,0.1316433888,NA,NA
"561","Australian Guild of Music Education Inc.",4382,"PRV12114","NUHEP","current","not_for_profit","other","private","4382-2017",2017,73.95,73.95,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,"creat_art",1,0,0,NA,NA
"562","Holmesglen Institute of TAFE",4383,"PRV12129","NUHEP","current","not_for_profit","TAFE","public","4383-2017",2017,81.75,88.78,78.27,31.7,27.68,33.95,NA,NA,NA,NA,NA,NA,NA,980,0.67,0.06,"mge_com",0.41199,2.08936350340194,0.720506365,NA,NA
"563","Kaplan Business School",4384,"PRV12094","NUHEP","current","for_profit","for_profit","private","4384-2017",2017,82.95,80.78,83.04,23.91,26.39,23.76,NA,NA,NA,NA,NA,NA,NA,1953,0.96,0.48,"mge_com",1,0,0,NA,NA
"564","Macleay College",4386,"PRV12031","NUHEP","current","for_profit","for_profit","private","4386-2017",2017,86.57,86.52,87.58,26.97,27.24,14.29,NA,NA,NA,NA,NA,NA,NA,320,0.04,0,"mge_com",0.59646,0.972983733202685,0.4813909368,NA,NA
"565","Raffles College of Design and Commerce",4387,"PRV12039","NUHEP","current","for_profit","for_profit","private","4387-2017",2017,89.97,89.97,NA,16.28,16.28,NA,NA,NA,NA,NA,NA,NA,NA,161,0,0,"creat_art",0.46661,1.72111982815818,0.6562556478,NA,NA
"566","Australian Academy of Music and Performing Arts",4388,"PRV12026","NUHEP","current","not_for_profit","other","private","4388-2017",2017,86.9,86.38,97.73,11.11,11.11,NA,NA,NA,NA,NA,NA,NA,NA,97,0.05,0.06,"creat_art",1,0,0,NA,NA
"567","Eynesbury",4391,"PRV12096","NUHEP","current","for_profit","for_profit","private","4391-2017",2017,70.66,54.43,71.08,22.59,12.5,22.8,NA,NA,NA,NA,NA,NA,NA,388,0.97,0,"mge_com",0.67536,1.21089321633746,0.4860806784,NA,NA
"568","Gestalt Therapy Brisbane",4392,"PRV12075","NUHEP","current","for_profit","for_profit","private","4392-2017",2017,96.78,96.78,NA,17.02,17.02,NA,NA,NA,NA,NA,NA,NA,NA,21,0,1,"soc_cult",1,0,0,NA,NA
"569","MIECAT",4393,"PRV12136","NUHEP","current","not_for_profit","other","private","4393-2017",2017,98.89,98.88,100,14.29,14.29,NA,NA,NA,NA,NA,NA,NA,NA,91,0.01,1,"soc_cult",1,0,0,NA,NA
"570","William Angliss Institute of TAFE",4394,"PRV12153","NUHEP","current","not_for_profit","TAFE","public","4394-2017",2017,85.42,82.91,86.7,23.17,25.84,21.76,NA,NA,NA,NA,NA,NA,NA,648,0.66,0,"mge_com",0.84537,0.717915632938065,0.2677370562,NA,NA
"571","Adelaide Central School of Art",4395,"PRV12087","NUHEP","current","not_for_profit","other","private","4395-2017",2017,93.87,93.87,NA,31.37,31.37,NA,NA,NA,NA,NA,NA,NA,NA,94,0,0,"creat_art",1,0,0,NA,NA
"572","LCI Melbourne",4396,"PRV12113","NUHEP","current","for_profit","for_profit","private","4396-2017",2017,84.68,84.52,89.83,30.15,30.23,28.57,NA,NA,NA,NA,NA,NA,NA,196,0.03,0,"creat_art",1,0,0,NA,NA
"573","Whitehouse Institute of Design; Australia",4401,"PRV12065","NUHEP","current","for_profit","for_profit","private","4401-2017",2017,90,90.07,88.76,20.74,20.69,21.43,NA,NA,NA,NA,NA,NA,NA,255,0.06,0.04,"creat_art",1,0,0,NA,NA
"574","Leo Cussen Institute",4402,"PRV12155","NUHEP","current","not_for_profit","other","private","4402-2017",2017,99.77,99.74,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,445,0.13,1,"soc_cult",1,0,0,NA,NA
"575","Australian Institute of Professional Counsellors",4405,"PRV12083","NUHEP","current","for_profit","for_profit","private","4405-2017",2017,80.2,80.2,NA,44.95,44.95,NA,NA,NA,NA,NA,NA,NA,NA,166,0,0.27,"soc_cult",0.97585,0.164146717919846,0.047133555,NA,NA
"576","Canberra Institute of Technology",4406,"PRV12004","NUHEP","current","not_for_profit","TAFE","public","4406-2017",2017,79.8,80.57,47.62,25,25,NA,NA,NA,NA,NA,NA,NA,NA,113,0.02,0,"info_tech",0.71413,0.863326325961731,0.4082966862,NA,NA
"577","Alphacrucis College",4407,"PRV12006","NUHEP","current","not_for_profit","faith_based","private","4407-2017",2017,81.44,84.25,74.55,37.26,30.26,46.15,NA,NA,NA,NA,NA,NA,NA,886,0.29,0.13,"soc_cult",0.82573,0.78863364316949,0.2970455406,NA,NA
"578","Universal Business School Sydney (UBSS)",4409,"PRV12021","NUHEP","current","for_profit","for_profit","private","4409-2017",2017,60.29,NA,60.29,35.09,NA,35.09,NA,NA,NA,NA,NA,NA,NA,1275,1,0.31,"mge_com",1,0,0,NA,NA
"579","Stotts Colleges",4411,"PRV12146","NUHEP","current","for_profit","for_profit","private","4411-2017",2017,58.53,0,58.59,53.11,NA,53.11,NA,NA,NA,NA,NA,NA,NA,300,1,0,"mge_com",0.99708,0.0287923755000835,0.00582294720000003,NA,NA
"580","Morling College",4412,"PRV12034","NUHEP","current","not_for_profit","faith_based","private","4412-2017",2017,95.46,95.54,94.29,29.57,28.44,50,NA,NA,NA,NA,NA,NA,NA,74,0.06,1,"education",0.51597,0.999263982343819,0.4994899182,NA,NA
"581","Top Education Institute",4415,"PRV12059","NUHEP","current","for_profit","for_profit","private","4415-2017",2017,77.92,76.83,78,15.22,27.94,14.3,NA,NA,NA,NA,NA,NA,NA,1031,0.93,0.5,"mge_com",0.94009,0.327087549136579,0.1126415838,NA,NA
"582","La Trobe Melbourne",4417,"PRV12186","NUHEP","current","for_profit","pathway","private","4417-2017",2017,74.99,70.19,77.16,29.58,23.18,31.86,NA,NA,NA,NA,NA,NA,NA,1236,0.69,0,"mge_com",0.46102,2.00427432935954,0.6940378405,NA,NA
"583","National Art School",4419,"PRV12036","NUHEP","current","not_for_profit","other","private","4419-2017",2017,92.12,92.08,100,11.43,11.54,0,NA,NA,NA,NA,NA,NA,NA,525,0.01,0.15,"creat_art",1,0,0,NA,NA
"584","Kent Institute Australia",4420,"PRV12051","NUHEP","current","for_profit","for_profit","private","4420-2017",2017,79.18,NA,79.18,45.71,NA,45.71,NA,NA,NA,NA,NA,NA,NA,670,1,0,"mge_com",1,0,0,NA,NA
"585","Le Cordon Bleu Australia",4421,"PRV12100","NUHEP","current","for_profit","for_profit","private","4421-2017",2017,88.86,74.23,89.87,12.73,25,11.76,NA,NA,NA,NA,NA,NA,NA,488,0.94,0.26,"mge_com",1,0,0,NA,NA
"586","Kaplan Higher Education",4424,"PRV12030","NUHEP","current","for_profit","for_profit","private","4424-2017",2017,85.73,87.06,73.82,25.98,25.58,30,NA,NA,NA,NA,NA,NA,NA,623,0.1,0.9,"mge_com",0.96449,0.252820581592121,0.0690326486,NA,NA
"587","Australian Institute of Business",4425,"PRV12090","NUHEP","current","for_profit","for_profit","private","4425-2017",2017,83.33,81.93,88.66,24.09,24.14,20,NA,NA,NA,NA,NA,NA,NA,2006,0.2,1,"mge_com",1,0,0,NA,NA
"588","John Paul ll Institute for Marriage and Family",4426,"PRV12130","NUHEP","current","not_for_profit","faith_based","private","4426-2017",2017,82.02,78.67,100,3.85,4.08,0,NA,NA,NA,NA,NA,NA,NA,33,0.22,1,"soc_cult",1,0,0,NA,NA
"589","Nan Tien Institute",4428,"PRV12035","NUHEP","current","not_for_profit","faith_based","private","4428-2017",2017,89.12,86.84,97.56,36.84,34.48,44.44,NA,NA,NA,NA,NA,NA,NA,26,0.23,0.94,"health",0.5534,0.991756423758384,0.49429688,NA,NA
"590","Wentworth Institute",4434,"PRV12063","NUHEP","current","for_profit","for_profit","private","4434-2017",2017,92.89,100,92.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1,0.36,"mge_com",0.89121,0.496255410317251,0.1939094718,NA,NA
"591","TAFE Queensland",4450,"PRV13003","NUHEP","current","not_for_profit","TAFE","public","4450-2017",2017,82.18,80.26,88.58,22.14,23.96,17.14,NA,NA,NA,NA,NA,NA,NA,233,0.23,0,"engineering",0.81643,0.68782490557804,0.2997441102,NA,NA
"592","Australasian College of Health and Wellness",4453,"PRV13002","NUHEP","current","for_profit","for_profit","private","4453-2017",2017,100,100,NA,75,75,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"health",1,0,0,NA,NA
"593","S P Jain School of Global Management",4455,"PRV12041","NUHEP","current","for_profit","for_profit","private","4455-2017",2017,96.18,100,96.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327,0.99,0.35,"mge_com",1,0,0,NA,NA
"594","Australian Institute of Management Education & Training",4458,"PRV12071","NUHEP","current","for_profit","for_profit","private","4458-2017",2017,87.64,87.64,NA,45.78,45.78,NA,NA,NA,NA,NA,NA,NA,NA,198,0,1,"mge_com",1,0,0,NA,NA
"595","Australian College of Nursing Ltd",4464,"PRV14001","NUHEP","current","not_for_profit","other","private","4464-2017",2017,90.71,90.67,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,0,1,"health",1,0,0,NA,NA
"596","South Metropolitan TAFE",4468,"PRV14272","NUHEP","current","not_for_profit","TAFE","public","4468-2017",2017,79.32,78.79,79.52,24.19,25.71,23.6,NA,NA,NA,NA,NA,NA,NA,132,0.72,0,"mge_com",0.7704,0.825414689632974,0.3571377918,NA,NA
"597","Torrens University Australia",5555,"PRV12209","non_aligned","current","for_profit","university","private","5555-2017",2017,76.37,73.1,81.16,23.86,23.85,23.88,NA,NA,NA,NA,NA,NA,NA,4852,0.44,0.26,"mge_com",0.55242,1.76085145582209,0.6183628264,NA,NA
"598","The Cairnmillar Institute",6043,"PRV14003","NUHEP","current","not_for_profit","other","private","6043-2017",2017,98.37,98.34,100,0.91,0.91,NA,NA,NA,NA,NA,NA,NA,NA,165,0.02,1,"soc_cult",1,0,0,NA,NA
"599","The Australian Institute of Theological Education",6044,"PRV14082","NUHEP","current","not_for_profit","faith_based","private","6044-2017",2017,89.75,89.73,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,0,1,"soc_cult",1,0,0,NA,NA
"600","Collarts",7001,"PRV12187","NUHEP","current","for_profit","for_profit","private","7001-2017",2017,79.04,78.86,90.14,33.46,33.83,0,NA,NA,NA,NA,NA,NA,NA,380,0.02,0,"creat_art",0.74693,0.816107798229581,0.3780511502,NA,NA
"601","Jazz Music Institute",7014,"PRV12084","NUHEP","current","for_profit","for_profit","private","7014-2017",2017,93.38,93.38,NA,11.76,11.76,NA,NA,NA,NA,NA,NA,NA,NA,56,0,0,"creat_art",1,0,0,NA,NA
"602","Photography Studies College (Melbourne)",7035,"PRV12200","NUHEP","current","for_profit","for_profit","private","7035-2017",2017,90.91,90.14,100,30,32.73,0,NA,NA,NA,NA,NA,NA,NA,116,0.08,0,"creat_art",1,0,0,NA,NA
"603","Sydney Institute of Traditional Chinese Medicine",7041,"PRV12177","NUHEP","current","not_for_profit","other","private","7041-2017",2017,89.53,90.44,74.58,16.67,17.14,0,NA,NA,NA,NA,NA,NA,NA,131,0.06,0,"health",1,0,0,NA,NA
"604","Chisholm Institute",7073,"PRV12123","NUHEP","current","not_for_profit","TAFE","public","7073-2017",2017,75.1,85.13,67.9,29.35,21.95,35.29,NA,NA,NA,NA,NA,NA,NA,161,0.58,0,"engineering",0.61837,1.25907318262085,0.5242683562,NA,NA
"605","TAFE NSW",7075,"PRV12049","NUHEP","current","not_for_profit","TAFE","public","7075-2017",2017,82.81,85.2,77.65,28.81,24.45,39.51,NA,NA,NA,NA,NA,NA,NA,1152,0.31,0,"education",0.27123,2.41268023221144,0.7918064574,NA,NA
"606","Study Group Australia Pty Ltd",7116,"PRV12044","NUHEP","current","for_profit","for_profit","private","7116-2017",2017,66.46,50.5,71.62,28.96,52.24,15.52,NA,NA,NA,NA,NA,NA,NA,426,0.75,0,"mge_com",0.77618,0.767081621676834,0.3474492152,NA,NA
"607","Academy of Information Technology",7124,"PRV12005","NUHEP","current","for_profit","for_profit","private","7124-2017",2017,78.23,82.78,74.77,20.73,18.09,23.22,NA,NA,NA,NA,NA,NA,NA,690,0.57,0,"creat_art",0.54978,0.992838004384251,0.4950439032,NA,NA
"608","Ikon Institute of Australia",7197,"PRV14055","NUHEP","current","for_profit","for_profit","private","7197-2017",2017,76.66,76.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,0,0,"soc_cult",1,0,0,NA,NA
"609","VIT (Victorian Institute of Technology)",7221,"PRV14007","NUHEP","current","for_profit","for_profit","private","7221-2017",2017,76,45.83,76.19,26.27,60,25.54,NA,NA,NA,NA,NA,NA,NA,467,0.99,0,"info_tech",1,0,0,NA,NA
"610","TAFE SA",7338,"PRV14002","NUHEP","current","not_for_profit","TAFE","public","7338-2017",2017,73.3,73.21,73.54,43.59,48.48,16.67,NA,NA,NA,NA,NA,NA,NA,58,0.27,0,"engineering",0.84144,0.787672036745356,0.2792171838,NA,NA
"611","North Metropolitan TAFE",8071,"PRV14273","NUHEP","current","not_for_profit","TAFE","public","8071-2017",2017,88.22,87.28,96.15,10.89,11.63,6.67,NA,NA,NA,NA,NA,NA,NA,133,0.11,0,"creat_art",0.76611,0.991720021209722,0.3814841301,NA,NA
